0.526614 1.01764 0.912742
0.491118 0.994479 1.49152
0.501905 1.02144 1.359
0.501129 1.10817 0.952276
0.534379 0.928001 0.556908
0.472888 1.04337 -0.0900764
0.538919 1.01953 -0.670609
0.483044 1.03437 0.0447805
0.537269 1.02781 0.379737
0.486373 0.923009 0.677131
0.466032 1.05983 0.0704706
0.482903 1.00647 -2.59274
0.488436 1.10547 -1.91622
0.452305 0.952489 -0.105393
0.517742 1.21827 -2.87195
0.512066 0.934767 -10.8495
0.511239 1.09031 -2.50707
0.494592 1.12423 1.54959
0.479895 1.02146 -2.07763
0.481955 0.902978 0.86804
0.5298 1.02232 -1.94563
0.44561 1.05083 -0.251682
0.47765 0.968515 -1.30612
0.501997 0.955589 -2.29731
0.543602 1.07617 1.33178
0.523521 0.955466 -1.57673
0.490932 0.887981 -1.68229
0.528031 0.845364 -0.355531
0.503019 0.841927 -0.993964
0.498478 1.00951 -38.4993
0.484261 0.938836 -3.0473
0.528043 1.01266 6.32517
0.492653 0.995651 -6.07471
0.464617 1.1876 -0.05739
0.607809 0.97448 -4.35757
0.502114 1.13222 1.97005
0.509341 0.95349 -1.21794
0.474678 1.02401 0.18887
0.496579 0.99292 3.25494
0.49345 0.945252 0.0668134
0.481718 1.10428 1.01363
0.52416 1.01778 1.3044
0.534574 0.946499 -0.883394
0.517373 0.955185 0.0864002
0.498214 1.02518 0.345499
0.511868 1.04355 8.73043
0.480832 1.10954 -1.43669
0.495144 0.776947 -1.85007
0.480338 1.092 -5.46717
0.473731 0.925724 -0.702866
0.484193 0.969946 1.92164
0.539494 1.0023 1.44116
0.51816 0.99758 0.47425
0.51677 0.957232 0.910363
0.473696 0.999347 1.2182
0.498744 0.992572 0.142216
0.544829 1.10138 0.131084
0.430078 0.929675 -0.000202663
0.52145 0.897337 0.827642
0.556378 0.940015 8.19954
0.477027 0.823925 6.59165
0.549712 1.08192 -3.29568
0.544883 0.930641 0.160364
0.522954 1.05185 0.162845
0.458223 0.900038 7.20641
0.504342 1.03853 -0.65346
0.475227 1.05197 3.01703
0.487221 1.11817 -3.05618
0.501607 1.04754 -11.8199
0.548552 0.925273 -0.318145
0.539113 1.06669 -0.868381
0.553325 1.10936 0.461797
0.519575 1.04581 -2.20666
0.510667 0.859842 -0.842534
0.470165 0.905934 -1.03318
0.530966 1.00862 0.694215
0.466641 0.993757 13.7418
0.50197 0.967596 0.274699
0.567452 0.920858 -1.59712
0.455398 0.969532 -0.560516
0.472653 1.04456 0.853308
0.54419 1.01376 0.0402222
0.487687 0.881181 1.65259
0.484129 0.968056 -0.381616
0.483188 1.09118 1.80901
0.492143 0.989507 0.117255
0.468035 1.0081 0.610302
0.507214 1.03961 -3.16949
0.513998 1.05786 0.683957
0.478389 1.19947 -0.536345
0.516411 1.03975 -0.15117
0.488 0.929567 0.773839
0.44638 0.937297 0.63215
0.536787 1.01556 0.15114
0.486153 1.02884 -0.548978
0.461209 1.03699 0.337484
0.530359 0.955581 3.05012
0.461824 1.13814 2.87845
0.521922 1.17285 0.514768
0.465225 0.831782 5.48236
0.512539 1.04739 0.626183
0.500583 1.17445 -3.118
0.503726 1.06204 -0.393653
0.495474 1.03418 0.703125
0.545509 0.864118 -0.138816
0.534243 0.922357 8.07868
0.545933 0.944571 6.22736
0.485753 0.8269 1.29471
0.495681 0.90124 -1.26663
0.545967 0.942189 3.11496
0.468144 0.898698 -1.52273
0.514399 1.1321 -6.87754
0.526426 1.08995 0.776364
0.462065 1.08156 -2.1296
0.474814 0.943543 0.698635
0.512165 0.970838 1.42504
0.493389 0.933176 2.05371
0.453304 0.809727 -0.359066
0.510483 1.05899 -0.148336
0.458682 0.914888 -0.163363
0.578858 1.02897 -4.08092
0.493239 1.03291 1.35463
0.487497 0.997533 0.189895
0.484377 0.937591 0.226822
0.52206 1.13034 -4.37344
0.460437 1.00149 -3.07416
0.4731 1.10939 -0.800791
0.484726 1.1826 1.08731
0.52226 1.00625 -0.121835
0.501477 0.88701 0.715308
0.502756 0.996862 1.27678
0.513716 0.831241 0.537028
0.501534 1.11356 -0.242352
0.521599 0.958709 0.705984
0.466599 1.07245 0.695829
0.523395 0.90468 -6.48598
0.484102 0.838029 7.91648
0.489863 1.1727 -2.82457
0.495861 0.742158 0.198387
0.516373 0.861848 -0.290716
0.479085 1.0792 0.0666064
0.525719 0.963371 -0.43653
0.506175 1.11131 -1.27641
0.538163 1.04415 0.853022
0.50356 0.920088 0.715075
0.513836 1.22989 -0.385244
0.474612 0.900698 -3.86761
0.476229 1.01062 -7.38206
0.502803 0.81403 -0.175682
0.474086 1.16329 1.88357
0.517333 1.01074 0.390283
0.47262 0.865189 3.65892
0.474573 0.949154 -0.694192
0.553547 1.09736 3.00231
0.54474 0.961559 -0.603081
0.517058 0.890746 -2.23918
0.494338 0.985418 5.07802
0.517399 1.08821 -0.400454
0.520978 1.10207 -3.62379
0.447367 1.03837 -1.05155
0.488285 1.03635 0.440544
0.485596 1.00876 -12.2173
0.464691 1.00184 0.406887
0.504104 1.06559 -1.30655
0.481027 1.01063 -0.476852
0.452184 0.860901 0.55808
0.517884 0.981508 -0.0296215
0.49628 1.15411 4.13505
0.464849 1.09889 -0.321571
0.504136 1.31796 -0.454093
0.519779 0.924204 -1.3872
0.475035 0.882047 0.181428
0.52739 1.04765 3.41218
0.506593 1.00385 0.250471
0.522536 1.09767 -2.63611
0.512148 1.23158 1.01765
0.524622 0.952755 3.84193
0.491362 1.03095 -0.340792
0.515716 1.04334 2.5449
0.510264 0.96878 -0.371131
0.536008 1.18223 -0.855239
0.505575 1.02069 1.66515
0.476351 0.898057 6.38821
0.511689 1.10219 2.23314
0.508719 1.12388 0.253944
0.487361 0.946904 4.63166
0.481519 0.917559 -1.42396
0.49266 1.09829 0.850363
0.477768 1.21388 2.15072
0.485418 0.989873 -1.4188
0.510267 0.785299 -2.04795
0.519939 1.17458 -17.5505
0.508956 1.1351 0.701159
0.489355 1.0007 2.19081
0.501789 1.08384 0.040116
0.496618 1.10513 1.10084
0.49149 0.994458 17.1662
0.477677 0.909288 0.684966
0.536711 1.06225 0.691943
0.474015 0.985417 1.15927
0.537156 0.927697 4.55015
0.520302 0.967893 6.44131
0.518367 0.925101 -0.187008
0.486515 0.824075 -0.447381
0.482923 0.991654 -1.64529
0.552461 0.9243 -0.424586
0.520944 0.884993 0.80763
0.536259 0.950971 -4.41636
0.503839 1.01407 -3.42623
0.466883 0.933457 2.29089
0.491363 1.02069 0.022335
0.444534 1.17298 0.067457
0.533122 0.967509 -1.32807
0.501113 1.15656 -2.45439
0.511778 0.797255 0.649552
0.506748 1.15325 -1.5519
0.556283 1.01705 10.3331
0.486861 0.882052 -5.05603
0.489564 0.885209 -0.11857
0.51787 1.07305 -1.96799
0.516196 0.938924 1.60328
0.448246 0.904948 -0.772059
0.521669 0.914301 -3.38627
0.545189 0.937596 0.711505
0.545958 1.0343 0.62147
0.50581 1.15302 0.178683
0.50021 0.998399 -114.42
0.475304 0.848885 -2.49414
0.496432 1.03232 -1.46025
0.493175 0.952828 -6.88202
0.506182 1.20859 0.0476919
0.472177 1.05738 1.2175
0.515342 1.02935 0.035035
0.483229 0.906165 -1.06967
0.468154 0.950624 28.1706
0.443157 1.00689 0.225924
0.464794 1.05812 -0.119189
0.510703 1.0196 0.319292
0.552838 0.951593 2.52861
0.469838 0.959383 -0.28829
0.524103 1.00423 -0.196824
0.478022 1.13951 0.883791
0.494389 0.752865 0.0494168
0.510618 0.923504 0.274681
0.524795 1.11491 -0.918211
0.491299 1.11841 -0.323925
0.489329 0.956472 0.0428569
0.491847 0.974387 0.561379
0.524664 0.927888 -0.214318
0.473356 0.953972 2.62222
0.533955 0.828744 0.457958
0.51444 0.993773 0.0787292
0.487751 0.931478 0.0516042
0.510638 1.04195 0.183021
0.491112 0.837564 -0.657832
0.552811 1.01799 0.578488
0.477137 0.967403 0.735943
0.520898 0.888724 0.385564
0.483216 1.02206 0.731708
0.493027 0.999656 -36.0414
0.4774 0.92901 -8.99859
0.478529 0.905124 -3.44529
0.488376 0.763053 0.666644
0.477038 1.00423 -0.824982
0.433637 0.865299 -0.183686
0.544419 1.22433 0.157635
0.536521 1.00947 3.16413
0.519877 0.928687 -2.4092
0.453903 0.988003 -0.331391
0.497202 0.931549 -0.147978
0.532385 1.02957 8.88255
0.526677 0.961497 -0.59637
0.511965 0.956447 -1.15684
0.50278 1.05829 0.0884295
0.46223 1.10437 0.3962
0.466415 0.916382 -0.456201
0.527219 0.920122 1.04029
0.508988 0.982291 -1.10025
0.441195 0.905742 2.23704
0.469229 0.996441 -0.863631
0.468674 0.973595 0.415329
0.492289 1.0256 2.2784
0.448121 0.898884 0.0194884
0.484194 0.987662 1.48507
0.559852 0.974669 -1.92557
0.513357 1.00833 -9.87843
0.42475 0.990619 -12.8748
0.49444 1.06545 0.208262
0.491501 0.925596 2.36451
0.518437 1.00405 -3.0848
0.446167 1.00323 0.872211
0.546469 0.881198 0.50177
0.438977 1.01299 -0.471949
0.513346 0.892348 0.746861
0.529345 0.788917 0.278664
